hotel_id,google_place_id,hotel_name,address,latitude,longitude,rating,review_count,area,hotel_type,price_level,review_volume,average_sentiment,positive_review_ratio,negative_review_ratio,cleanliness_score,service_score,location_score,value_for_money_score,staff_behavior_score,area_cluster,budget_category,popularity_score,rating_score,sentiment_score,trust_score
ChIJ2ewIwZTdDDkROBzUNEliaAg,ChIJ2ewIwZTdDDkROBzUNEliaAg,The Comfort Stay | Budget Stay In Sector 28 Faridabad Near Metro,"Comfort Stay, Plot No. 1902, Rajendra Colony, Sector 28, Faridabad",28.4298039,77.3108002,3.9,159.0,Sector 28,hotel,,5.0,0.7464417421258985,0.8,0.2,0.9997605681419371,0.0036528524942696,0.9938207268714904,0.8674373626708984,0.9095651507377625,Other,Budget,0.472446984385614,3.9,0.7464417421258985,0.7102980317103925
ChIJ7fAQv8_dDDkRYi2IELVDS38,ChIJ7fAQv8_dDDkRYi2IELVDS38,Sewa Residency,"C, 5, Aryasamaj Rd, Nehru Ground, New Industrial Twp 1, New Industrial Township, Faridabad",28.3867186,77.3044257,3.9,110.0,New Industrial Township,hotel,,5.0,0.2027147391811013,0.2,0.8,0.9995294809341432,0.0004054384771734,0.9995294809341432,0.9995294809341432,0.0019003463676199,New Industrial Township,Mid-Range,0.4384092885261062,3.9,0.2027147391811013,0.5295862353715398
ChIJN_BW_aHdDDkRZ9V9q_co6K8,ChIJN_BW_aHdDDkRZ9V9q_co6K8,Hotel Howdy,"Plot number 4047, 24, Main Bypass Rd, Basilva Colony, Sector 23, Faridabad",28.4271831,77.3273868,5.0,3.0,Sector 23,hotel,,3.0,0.996591587861379,1.0,0.0,0.5,0.9998430013656616,0.5,0.5,0.9994434714317322,Other,Mid-Range,0.1290498836544179,5.0,0.996591587861379,0.8632955369427473
ChIJb9R_xAfdDDkR2AVEx0QfRhk,ChIJb9R_xAfdDDkR2AVEx0QfRhk,Townhouse Esic Medical College Faridabad Formerly Royal Mountain,"3A, 163, near Chimnibai Dharamshala, Block A, New Industrial Twp 3, New Industrial Township, Faridabad",28.3986495,77.2960658,3.8,303.0,New Industrial Township,hotel,,5.0,0.1868652463395846,0.2,0.8,0.000444551265294,0.0011695626890286,0.5,0.0010186678264289,0.0002758203190751,New Industrial Township,Mid-Range,0.5321970429999837,3.8,0.1868652463395846,0.531184323606212
ChIJyfOaOSndDDkR3m2wNPTZ4I0,ChIJyfOaOSndDDkR3m2wNPTZ4I0,Oyo Siya Residency,"27, Faridabad Chowk, Haryana, 121001, Faridabad",28.4276796,77.310982,2.7,95.0,121001,hotel,,5.0,0.004380832449533,0.0,1.0,0.0052790961199206,0.009610128821805,0.001379506313242,0.5,0.0006521991454064,Other,Budget,0.4248943222933851,2.7,0.004380832449533,0.3039133164905336
ChIJYcr6_KTdDDkRa9EYt-jNc1Y,ChIJYcr6_KTdDDkRa9EYt-jNc1Y,Hotel O Welcome Inn,"B7, B7 Shopping complex, Nehru Ground, New Industrial Twp 1, New Industrial Township, Faridabad",28.3894634,77.3024597,3.2,20.0,New Industrial Township,hotel,,5.0,0.2002339090977329,0.2,0.8,0.5,0.5,0.5,0.5,0.5,New Industrial Township,Budget,0.2834140261914359,3.2,0.2002339090977329,0.4027738767012014
ChIJl0LO2F_dDDkRdoKJO5-Xlpw,ChIJl0LO2F_dDDkRdoKJO5-Xlpw,Oyo Laxmi Residency,"no.215, 215 Plot, Sector 31, Faridabad",28.4399496,77.3131616,3.6,203.0,Sector 31,hotel,,5.0,0.0013139427726855,0.0,1.0,0.0005363901145756,0.0049836649559438,0.5,0.0005363901145756,0.0004210114129818,Other,Budget,0.4950627988643146,3.6,0.0013139427726855,0.4375003633153915
ChIJayXjcrfdDDkR3fX98P4X8t4,ChIJayXjcrfdDDkR3fX98P4X8t4,Perky Stay,"Surya Hospital, 5e/4 B P, Block E, New Industrial Twp 5, New Industrial Township, Faridabad",28.3933659,77.30491119999999,3.3,190.0,New Industrial Township,hotel,,5.0,0.2008048221119679,0.2,0.8,0.0008910405449569,0.3338420641569731,0.5,0.3339925345305043,0.3339925345305043,New Industrial Township,Budget,0.4889331543288229,3.3,0.2008048221119679,0.4599623906389326
ChIJB1xm5avdDDkRF1xqDSafw50,ChIJB1xm5avdDDkRF1xqDSafw50,Hotel O By Oyo Blackberry,"Part 1, Huda Market, Booth No 90, near Post Office, Sector 16A, Faridabad",28.4117905,77.3140653,3.6,36.0,Sector 16A,hotel,,5.0,0.4001650126359891,0.4,0.6,0.500097637574072,0.9997687935829164,0.9997256696224214,0.0005472949560498,0.6667064825305715,Other,Budget,0.336139675368766,3.6,0.4001650126359891,0.5309487173218697
ChIJUQXBdgXdDDkRanjpvTLK7f0,ChIJUQXBdgXdDDkRanjpvTLK7f0,Hotel O Aroma Inn,"2F-4, nearby Tikona Park, New Industrial Twp 2, New Industrial Township, Faridabad",28.3831852,77.29426889999999,4.6,9.0,New Industrial Township,hotel,,4.0,0.7486621060306788,0.75,0.25,0.5,0.0002720031479839,0.5,0.5,0.9993959665298462,New Industrial Township,Budget,0.2143472170767782,4.6,0.7486621060306788,0.7491639818131695
ChIJSUAGLTjcDDkReJYvgFOryxU,ChIJSUAGLTjcDDkReJYvgFOryxU,Mellinium Hotel Faridabad,"98R4+3PJ, AC Nagar, New Industrial Township, Faridabad",28.3902167,77.3067583,3.5,29.0,New Industrial Township,hotel,,5.0,0.4013951213506516,0.4,0.6,0.0056539429351687,0.5027534789405763,0.999853014945984,0.5,0.999853014945984,New Industrial Township,Mid-Range,0.3166168302341184,3.5,0.4013951213506516,0.5138953133186729
ChIJ_____1DcDDkRKENDYcDWJ98,ChIJ_____1DcDDkRKENDYcDWJ98,Star City,"Plot No. 11, Sector 15A, Faridabad",28.3933367,77.3140806,3.8,124.0,Sector 15A,hotel,,5.0,0.998911201953888,1.0,0.0,0.998759225010872,0.9998117983341216,0.9992617964744568,0.997706651687622,0.9984221855799356,Other,Mid-Range,0.4494668257487076,3.8,0.998911201953888,0.772665360588437
ChIJi147UAAVDTkRWcXTa5zs4h4,ChIJi147UAAVDTkRWcXTa5zs4h4,Jmd Hotel,"Sultanpur road, Farukh Nagar",28.4478073,76.8307782,4.8,63.0,Sultanpur road,hotel,,5.0,0.9948193907737732,1.0,0.0,0.9998655319213866,0.9996965130170188,0.999847650527954,0.5,0.9998655319213866,Other,Mid-Range,0.3871496509632538,4.8,0.9948193907737732,0.8910398051488102
ChIJCcAUB0UUDTkRFVah_3Z_EA8,ChIJCcAUB0UUDTkRFVah_3Z_EA8,Bird Sanctuary,"National Park, Gurgaon - Farukhnagar Rd, Sultanpur, Gurugram",28.4676649,76.88631339999999,3.9,22.0,Sultanpur,hotel,,4.0,0.749982107685355,0.75,0.25,0.5,0.5,0.9997858107089996,0.5,0.5,Other,Mid-Range,0.2918825720663544,3.9,0.749982107685355,0.6730223850630119
ChIJoUDVS4MZDTkRqZ1d-JC_LcA,ChIJoUDVS4MZDTkRqZ1d-JC_LcA,Sultanpur Resorts And Fun Village,"Gurgaon - Farukhnagar Rd, Sultanpur, Gurugram",28.4649549,76.8773628,4.0,1581.0,Sultanpur,hotel,,5.0,0.8004815584048629,0.8,0.2,0.5,0.9998602867126464,0.5,0.5,0.6675679096952081,Other,Luxury,0.685741005662299,4.0,0.8004815584048629,0.7861990921905098
ChIJXSzSTs8VDTkRG66LLYu27cE,ChIJXSzSTs8VDTkRG66LLYu27cE,Oyo Shiva The Midas Farm,"FR3V+94, Sultanpur, Gurugram",28.45385,76.84329500000001,4.5,34.0,Sultanpur,hotel,,5.0,0.9948615074157716,1.0,0.0,0.9990942478179932,0.5,0.9918946027755736,0.9997889399528505,0.9997230966885884,Other,Budget,0.3309666882836649,4.5,0.9948615074157716,0.8392230581910031
ChIJR5pu8ZwVDTkRx681RQEg5Bk,ChIJR5pu8ZwVDTkRx681RQEg5Bk,Hotel O Paradise Inn,"Plot No. 06/437, Nikhar Colony, Gurgaon Jhajjar Road, Gurgaon, Gurugram",28.4509527,76.8262489,4.6,7.0,Gurgaon,hotel,,1.0,0.9993721842765808,1.0,0.0,0.5,0.5,0.5,0.5,0.5,Other,Budget,0.1935748254816269,4.6,0.9993721842765808,0.8247330209290825
ChIJA-XE0cprDTkRwR3bG7Oc7JM,ChIJA-XE0cprDTkRwR3bG7Oc7JM,Flagship Hotel Parvesh,"HNo.232, near Police Station, Nikhar Colony, Farukh Nagar",28.4526335,76.8265529,4.7,30.0,Nikhar Colony,hotel,,4.0,0.9998538345098495,1.0,0.0,0.999862551689148,0.9998595714569092,0.5,0.5,0.999862551689148,Other,Mid-Range,0.3196692287282864,4.7,0.9998538345098495,0.8649998025605155
ChIJCS9C0uhrDTkRa6WloDihzjA,ChIJCS9C0uhrDTkRa6WloDihzjA,Hotel O Star Key,"Plot No 01,Farukhnager, opposite police station, Gurugram",28.4520481,76.82533130000002,4.1,87.0,opposite police station,hotel,,5.0,0.2735826411575545,0.2,0.8,0.1826395417301682,0.1836450279224663,0.5,0.5001490753202233,0.5,Other,Mid-Range,0.4167944494294059,4.1,0.2735826411575545,0.5741856459521579
ChIJhcCsOMkVDTkRDS5i7HH0pus,ChIJhcCsOMkVDTkRDS5i7HH0pus,Hotel Divine Light,"house no 1 ward no 6, near MR motor, Farukh Nagar, Gurugram",28.4505651,76.8329945,5.0,2.0,Farukh Nagar,hotel,,,,,,,,,,,Other,Mid-Range,0.1022696131573402,5.0,0.5,0.6991655709454542
ChIJ33rDkUkVDTkRBF6PlzwmTFw,ChIJ33rDkUkVDTkRBF6PlzwmTFw,Hotel O 71370 White House,"1 Main farukkh nagarjhajjar road, near, jhajjar gate, Gurugram",28.4519261,76.8259874,3.7,91.0,jhajjar gate,hotel,,5.0,0.016546817269409,0.0,1.0,0.000586079074613,0.027376704616472,0.5,0.0271474358354073,0.0005157096020411,Other,Mid-Range,0.4209324557207723,3.7,0.016546817269409,0.4398865835095821
ChIJY1IE51RrDTkR9LtkvGG2rMs,ChIJY1IE51RrDTkR9LtkvGG2rMs,Oyo Hotel Met City,"Ward no. 2, Farukh Nagar - Wazirpur Rd, Gurugram, Farukh Nagar",28.4520481,76.82533130000002,3.6,5.0,Gurugram,hotel,,2.0,0.4714558383566327,0.5,0.5,0.5,0.5,0.9421097040176392,0.5,0.5,Gurugram,Budget,0.1667945549845492,3.6,0.4714558383566327,0.5176746509308392
ChIJ_4_TU0JrDTkRyysHVRMOMlY,ChIJ_4_TU0JrDTkRyysHVRMOMlY,Townhouse Sheesh Mahal Farrukh Nagar,"House No. 182, Lord Krishna Hospital Wazirpur, Road, 8, Gurgaon - Farukhnagar Rd, Gurugram",28.4489896,76.822577,4.3,7.0,Gurgaon - Farukhnagar Rd,hotel,,4.0,0.5064530894160271,0.5,0.5,0.5,0.5,0.5033381395041941,0.5,0.9990596175193788,Other,Mid-Range,0.1935748254816269,4.3,0.5064530894160271,0.6275904303442329
ChIJt7Z0krEVDTkRQK6XaPH4h6I,ChIJt7Z0krEVDTkRQK6XaPH4h6I,Yaduvanshi Farm & Resort,"On, Western Peripheral Expy, near by Dronacharya College of Engineering, Sector H6, Khaintawas, Gurugram",28.4258456,76.8759831,4.5,1912.0,Khaintawas,hotel,,5.0,0.6459846597630531,0.6,0.4,0.9998836517333984,0.9998133778572084,0.9998133778572084,0.7423078517119089,0.6676044930548718,Other,Luxury,0.7034264710645534,4.5,0.6459846597630531,0.8071368276005555
ChIJ8SoxXNoVDTkRR5Pv53WSjPk,ChIJ8SoxXNoVDTkRR5Pv53WSjPk,The Club House,"FVC7+WCQ, Gurgaon Cricket Ground, Village - Sultanpur Sultanpur-Jhanjrola, Road, Gurugram",28.4723139,76.8635959,4.3,11.0,Road,hotel,,5.0,0.9998077750205994,1.0,0.0,0.5,0.5,0.5,0.5,0.5,Other,Mid-Range,0.2313194968117582,4.3,0.9998077750205994,0.7930197610964382
ChIJMdfEwa4VDTkRNvWJPcjjKvs,ChIJMdfEwa4VDTkRNvWJPcjjKvs,Oyo 91843 Shree Shyam Hotel,"FR3G+3HH, near Govt. Boys Sr. Sec. Farrukhnagar, Farukh Nagar",28.4526877,76.8264886,3.4,15.0,near Govt. Boys Sr. Sec. Farrukhnagar,hotel,,4.0,0.7469738233485259,0.75,0.25,0.5,0.0010680390987545,0.9996660947799684,0.5,0.5,Other,Budget,0.2580997673088359,3.4,0.7469738233485259,0.5984099412105698
ChIJEfP0F2gVDTkRFEASRM18OvY,ChIJEfP0F2gVDTkRFEASRM18OvY,Oyo Holy Light House,"house no 1, gate MR motors, near anaj mandi, Sultanpur, Gurugram, Farukh Nagar",28.4490943,76.83144519999999,3.0,4.0,Gurugram,hotel,,,,,,,,,,,Gurugram,Budget,0.1498222752495692,3.0,0.5,0.4434108556883376
ChIJaQdz0fEVDTkRUSxN6XkGWfo,ChIJaQdz0fEVDTkRUSxN6XkGWfo,Live On Grg2739,"1Ward no 6, farukh nagar, Gurgaon, Gurugram",28.4505524,76.832802,4.6,13.0,Gurgaon,hotel,,4.0,0.5004308135030442,0.5,0.5,0.0004605029535014,0.9997721314430236,0.5,0.5,0.5007248654146678,Other,Mid-Range,0.2456693548613046,4.6,0.5004308135030442,0.6766296610761803
ChIJLUMOqANrDTkRUnxDCCSW460,ChIJLUMOqANrDTkRUnxDCCSW460,Hotel O H.R,"Add Opp Civil Hospital, Plot No.1, Haily Mandi Rd, Farukh Nagar, Gurgaon",28.444057,76.819306,,,Farukh Nagar,hotel,,,,,,,,,,,Other,Mid-Range,0.0,4.07404718693285,0.5,0.5543222758742095
ChIJ_XGJiqsVDTkRsDGzPDq1p6Q,ChIJ_XGJiqsVDTkRsDGzPDq1p6Q,Super Hotel O By Oyo Sgt University Road Formerly Budhera,"Sub Tehsil, Killa Number 13 ,(7-18 )18 Kanal 6 Marla Waka Mauja, Harsaru, Budhera, Gurugram",28.480139,76.91175,4.8,80.0,Budhera,hotel,,5.0,0.7962571925483644,0.8,0.2,0.00314900605008,0.00314900605008,0.9994999170303344,0.00314900605008,0.5015095339622349,Other,Budget,0.4090784526293611,4.8,0.7962571925483644,0.8323541304824348
ChIJ_aDnf8sVDTkRnJ0EHXJQld4,ChIJ_aDnf8sVDTkRnJ0EHXJQld4,Sawariya Pg And Guest House,"FWH6+MP8, Budhera, Gurugram",28.4794864,76.9122507,4.4,37.0,Budhera,hotel,,5.0,0.9980504393577576,1.0,0.0,0.9997605681419371,0.9998829364776612,0.5,0.9923273921012878,0.9998468160629272,Other,Budget,0.3386222175183568,4.4,0.9980504393577576,0.8285753108600549
ChIJL_M_RmYYDTkRorRddpAJS_E,ChIJL_M_RmYYDTkRorRddpAJS_E,Hotel O By Oyo Telone Stay,"Plot No. 7-9 Oppt, Medanta Hospital, Plot No. 7-9, Sector 39 Rd, near Medanta Hospital, Sector 39, Gurugram",28.472806,76.9116252,3.8,143.0,Sector 39,hotel,,5.0,0.3939108046179171,0.4,0.6,0.0003251700254622,0.5,0.3346871102112345,0.4828970671223943,0.5,Other,Budget,0.4626389936235164,3.8,0.3939108046179171,0.5824460426426739
ChIJ4aZIwh0XDTkRk3pS4f1_2cA,ChIJ4aZIwh0XDTkRk3pS4f1_2cA,Rangmanch Resort,"Rangmanch Farms, Garhi Budhera Rd, Garhi Harsaru, Gurugram, Sadrana",28.4554535,76.9235593,4.4,30.0,Gurugram,hotel,,5.0,0.9998381972312927,1.0,0.0,0.9998691082000732,0.5,0.5,0.5,0.5,Gurugram,Luxury,0.3196692287282864,4.4,0.9998381972312927,0.8251144732322926
ChIJN0M0yEMVDTkR3nuuH7KZn-Y,ChIJN0M0yEMVDTkR3nuuH7KZn-Y,Hotel O The Red Cap Inn,"Plot no.-01, gate number 4null, nearby Landmark, near sgt university, Budhera, Gurugram",28.478,76.9074722,4.7,9.0,Budhera,hotel,,3.0,0.6666008069490393,0.6666666666666666,0.3333333333333333,0.9991621971130372,0.5,0.5,0.5,0.9984540939331056,Other,Budget,0.2143472170767782,4.7,0.6666008069490393,0.73627636829508
ChIJH9Crl7sVDTkRASEZWnCtzjw,ChIJH9Crl7sVDTkRASEZWnCtzjw,The Mango Tree - By Shay Hospitality,"Bird Sanctuary, Near Bhawani Mandir Before, Sultanpur, Gurugram",28.4673334,76.9054333,4.4,54.0,Sultanpur,hotel,,5.0,0.6000191974686458,0.6,0.4,0.000278330175206,0.0001969811273738,0.9998679161071776,0.0001969811273738,0.5000565111695323,Other,Mid-Range,0.3730418991973482,4.4,0.6000191974686458,0.7089072389405799
ChIJrcOxu7MVDTkRwGNFDz8XwIA,ChIJrcOxu7MVDTkRwGNFDz8XwIA,Natraj Greens Dev Farm,"Chandu, Gurugram",28.4685416,76.9048018,4.7,277.0,Chandu,hotel,,5.0,0.9997614622116088,1.0,0.0,0.9998777508735656,0.999699890613556,0.5,0.5,0.9997614622116088,Other,Mid-Range,0.523874200416022,4.7,0.9997614622116088,0.9084037386552504
ChIJPegImFEVDTkRh7SAGGlzcY8,ChIJPegImFEVDTkRh7SAGGlzcY8,Raas Vilas By Under My Roof In Gurgaon | Boutique Farm House With 2 Pools For Weddings & Intimate Events,"Raas Vilas Farm, Pataudi Rd, Wazirpur, Sector 95A, Gurugram",28.4170915,76.915757,4.9,278.0,Sector 95A,hotel,,5.0,0.999766719341278,1.0,0.0,0.999697744846344,0.9996093213558196,0.5,0.9998557567596436,0.9998745918273926,Other,Mid-Range,0.524208455042967,4.9,0.999766719341278,0.9350634038206356
ChIJtwsPvxsXDTkRbnLWQkgcsoU,ChIJtwsPvxsXDTkRbnLWQkgcsoU,Awadh Bagh By Under My Roof In Gurgaon | 5Bhk Farm For Weddings & Private Events,"Awadh Bagh Farm, Pataudi Rd, opposite PS Garden, Sector 89A, Gurugram",28.4274561,76.9381921,4.8,166.0,Sector 89A,hotel,,5.0,0.7992229635827244,0.8,0.2,0.6654625229227046,0.9989517629146576,0.5,0.5,0.9998879432678224,Other,Mid-Range,0.4764330899412014,4.8,0.7992229635827244,0.8476263427428943
ChIJB0f_eV8VDTkRZLamMeFD228,ChIJB0f_eV8VDTkRZLamMeFD228,Hotel O Rajvanshi Paradise,"Wazirpur, Manesar, Haryana",28.4236158,76.9139696,3.0,2.0,Manesar,hotel,,1.0,0.9998511075973512,1.0,0.0,0.5,0.5,0.5,0.5,0.5,Manesar,Mid-Range,0.1022696131573402,3.0,0.9998511075973512,0.5927704935924398
ChIJ43idupk9DTkRjypZM1JQyko,ChIJ43idupk9DTkRjypZM1JQyko,Bougainvillea Farm By Under My Roof In Gurgaon | 3Bhk Pet & Budget Friendly Farm With Pool,"Bougainvillea Farm, Society, near Bestech Sanskruti, Sector 92, Gurugram, Meoka",28.4116944,76.92573019999999,4.2,34.0,Gurugram,hotel,,5.0,0.7998950773791875,0.8,0.2,0.5,0.4999353424500441,0.5,0.5,0.5001312331150984,Gurugram,Budget,0.3309666882836649,4.2,0.7998950773791875,0.7371400971007112
ChIJqQZUNaQVDTkRPeAeq486Mtk,ChIJqQZUNaQVDTkRPeAeq486Mtk,Achal Farm,"Sadhrana Bamripur, Sadrana",28.4631396,76.9097493,4.2,100.0,Sadhrana Bamripur,hotel,,5.0,0.5979627326363698,0.6,0.4,0.0002515949890948,0.5,0.9997854828834534,0.0006546117947436,0.3335638965557639,Other,Mid-Range,0.4296207085978143,4.2,0.5979627326363698,0.6936982834967765
ChIJdZJtxyIVDTkRIE66YtbuTXM,ChIJdZJtxyIVDTkRIE66YtbuTXM,Spot On 61716 Rao Hotel,"Budhera, Gurugram",28.484931,76.90380499999999,3.7,21.0,Budhera,hotel,,5.0,0.5989696209318935,0.6,0.4,0.5,0.9998898506164552,0.5,0.5,0.5,Other,Mid-Range,0.2877445657749879,3.7,0.5989696209318935,0.5973759226482497
ChIJ32Vw6zEVDTkRjhdgrT9Hq_Y,ChIJ32Vw6zEVDTkRjhdgrT9Hq_Y,Oyo 60916 Rajya Resort,"Chandu, Farukh Nagar",28.470285,76.915382,4.3,44.0,Chandu,hotel,,5.0,0.5939795586280525,0.6,0.4,0.4840375148924067,0.3344950233586132,0.0014369415584951,0.5010027257958427,0.5,Other,Budget,0.3543615015642497,4.3,0.5939795586280525,0.6897136593787775
ChIJe_7OFZoXDTkRoDVLEQfnHHU,ChIJe_7OFZoXDTkRoDVLEQfnHHU,Hotel O V2 Stay,"bus stand, Pataudi Rd, opposite Santosi Mata Mandir, Hayatpur, Manesar, Gurugram",28.4247365,76.9347519,5.0,1.0,Manesar,hotel,,,,,,,,,,,Manesar,Budget,0.0645249418272089,5.0,0.5,0.6911374624668677
ChIJY009gVIXDTkR68MwDX50jN8,ChIJY009gVIXDTkR68MwDX50jN8,Flagship Star Residency,"More, Manesar, 3, IMT Rd, Hayatpur, Sector 93, Gurugram",28.4251742,76.9339894,4.1,34.0,Sector 93,hotel,,4.0,0.4912697270883654,0.5,0.5,0.5,0.5,0.5,0.0001835332805057,0.9986371397972108,Other,Mid-Range,0.3309666882836649,4.1,0.4912697270883654,0.6253819781842278
ChIJR2D6ioQXDTkRBDwuY3-75P0,ChIJR2D6ioQXDTkRBDwuY3-75P0,Oyo Flagship 62980 Shiva Residency,"2 Plot No. 2, Hayatpur Rd, near Railway Station, New Colony, Garhi Harsaru, Harasu, Gurugram",28.438973,76.9334381,3.5,62.0,Harasu,hotel,,5.0,0.2018503403407521,0.2,0.8,0.5,0.5,0.5,0.0079580228775739,0.0079580228775739,Other,Budget,0.3856836393487762,3.5,0.2018503403407521,0.4649221782656469
ChIJp0gsI8YVDTkRta54FAmE9x4,ChIJp0gsI8YVDTkRta54FAmE9x4,Oyo Bhardwaj Guest House,"001, plot no 171 , near sgt university village budhera chandu, old, Gurugram",28.4727468,76.91164049999999,3.4,45.0,old,hotel,,5.0,0.1997025943273911,0.2,0.8,0.5,0.0003406403993722,0.5,0.0007058503688313,0.0004538735593087,Other,Budget,0.3564075138935633,3.4,0.1997025943273911,0.4447166188848829
ChIJ5ybFfAsXDTkR5slZzBjfm8o,ChIJ5ybFfAsXDTkR5slZzBjfm8o,Spot On Hotel Dezire Dhankot Chowk,"Main State Highway, near Anand pur Satsang Ashram, V.P.O, Sector 102, Dhankot, Gurugram",28.4721906,76.95579599999999,3.8,33.0,Dhankot,hotel,,5.0,0.4022611469321417,0.4,0.6,0.5,0.998311161994934,0.5,0.0003550877590896,0.5,Other,Mid-Range,0.3282682438797654,3.8,0.4022611469321417,0.5565301520037463
ChIJdQZbs-EXDTkReLc3La1x-IU,ChIJdQZbs-EXDTkReLc3La1x-IU,Lavish Cozy Studio Home -#1119,"11th floor, Satya The Hive, SA-1119, Gurugram",28.4720016,76.96289949999999,5.0,3.0,SA-1119,hotel,,1.0,0.9828737378120422,1.0,0.0,0.5,0.5,0.5,0.5,0.5,Other,Mid-Range,0.1290498836544179,5.0,0.9828737378120422,0.8589189567100374
ChIJS51qEH4ZDTkR5-RJJbhYIZk,ChIJS51qEH4ZDTkR5-RJJbhYIZk,Grt Residency Hotel And Banquet,"Railway Station, 1693, Laxman Vihar Phase 2 Just 10 meters from Gurgaon, Old Railway Rd, Gurugram",28.4877638,77.0112096,4.2,227.0,Old Railway Rd,hotel,,5.0,0.7998207248398101,0.8,0.2,0.6664860707436067,0.9994556705156962,0.9994556705156962,0.9997716546058656,0.9994897047678628,Other,Mid-Range,0.5054167725029061,4.2,0.7998207248398101,0.7742210620557738
ChIJWWO7DjcYDTkRxCyu50Z5ppo,ChIJWWO7DjcYDTkRxCyu50Z5ppo,"Park Inn, Gurgaon","Civil Lines, Gurugram",28.4590248,77.0318118,3.9,3117.0,Civil Lines,hotel,,5.0,0.5995972201111727,0.6,0.4,0.4995344932976877,0.5,0.4989124839485157,0.0004512880695983,0.9989599585533142,Other,Budget,0.7489026211723395,3.9,0.5995972201111727,0.7222491283132615
ChIJw38BrVMZDTkR5GJOODWBotg,ChIJw38BrVMZDTkR5GJOODWBotg,Hotel Radiance Inn,"Plot No. 438/1, 16, 2, near Pushpanjali Hospital & Rajeev Chwok, Civil Lines, Gurugram",28.4513356,77.03237,4.5,122.0,Civil Lines,hotel,,5.0,0.9227018594741822,1.0,0.0,0.823060154914856,0.8231439590454102,0.9997897744178772,0.5,0.9114350825548172,Other,Budget,0.4479653445915689,4.5,0.9227018594741822,0.8410860942178934
ChIJHcE1PUsYDTkRk6DOqjzqpVQ,ChIJHcE1PUsYDTkRk6DOqjzqpVQ,Rosewood Apartment Hotel - Gurgaon,"Rosewood Apartment Hotels, Old Delhi Rd, Rajiv Nagar, Sector 13, Gurugram",28.4669137,77.03751849999999,4.0,582.0,Sector 13,hotel,,5.0,0.9998004555702208,1.0,0.0,0.9997860789299012,0.9998345971107484,0.9997860789299012,0.9997860789299012,0.9998040497303008,Other,Mid-Range,0.5928133580693498,4.0,0.9998004555702208,0.8300250760601058
ChIJ_2UShLkZDTkRuxpjX8R1uP8,ChIJ_2UShLkZDTkRuxpjX8R1uP8,Skylark Hotel By Gabrian Hotels,"Old Delhi Gurugram Rd, adjacent to Raj Cinema, Anamika Enclave, Sector 14, Gurugram",28.4672556,77.0370061,4.5,250.0,Sector 14,hotel,,5.0,0.9994471907615662,1.0,0.0,0.9988839030265808,0.999869465827942,0.999869465827942,0.5,0.999204913775126,Other,Mid-Range,0.5143633840917362,4.5,0.9994471907615662,0.8796936745655276
ChIJvwz3f_wYDTkRppCWpizlKPk,ChIJvwz3f_wYDTkRppCWpizlKPk,Quality Inn Gurgaon,"17/6, Old Delhi Gurugram Rd, Anamika Enclave, Sector 14, Gurugram",28.4703831,77.0398463,4.0,2439.0,Sector 14,hotel,,5.0,0.7997475665441016,0.8,0.2,0.6664410302425191,0.7997475665441016,0.5,0.5000457569040009,0.7497189096648071,Other,Budget,0.7260775824298975,4.0,0.7997475665441016,0.7945443116194779
ChIJhWenoXoZDTkR8_pA7WnKEAk,ChIJhWenoXoZDTkR8_pA7WnKEAk,Sunrise Guest House,"Plot no, bus stand, 820, Sector 12A Rd, opp. HP PETROL PUMP, near gurgaon, West Rajiv Nagar, Sector 12, Gurugram",28.4733927,77.0307856,4.0,314.0,Sector 12,hotel,,5.0,0.3996438633766956,0.4,0.6,0.4974072513577994,0.6648880201973952,0.5,0.9943133592605592,0.5000464822514913,Other,Mid-Range,0.5355059145983454,4.0,0.3996438633766956,0.6263604674857646
ChIJE9ZNnEoYDTkRKUGTJncZXrI,ChIJE9ZNnEoYDTkRKUGTJncZXrI,Dahabi City Mark Hotel,"173, Street No.3 Behind PNB Bank, Fountain Chowk, Sector 12A, Gurugram",28.4637345,77.0324645,4.1,853.0,Sector 12A,hotel,,5.0,0.6001719252206386,0.6,0.4,0.500115834409371,0.5002454241039231,0.999881148338318,0.5,0.6668770586450895,Other,Mid-Range,0.6283498365600062,4.1,0.6001719252206386,0.7233783849341499
ChIJAQAAwMoZDTkRW9hrHxvXr20,ChIJAQAAwMoZDTkRW9hrHxvXr20,"Country Inn & Suites By Radisson, Gurgaon Sector 12","Plot No. 301/302, Anamika Enclave, Sector 12, Gurugram",28.4681692,77.0377554,4.4,7774.0,Sector 12,hotel,,5.0,0.955520248413086,1.0,0.0,0.8890487849712372,0.955520248413086,0.5,0.5,0.9444456547498704,Other,Budget,0.8339608027262679,4.4,0.955520248413086,0.9203624769370524
ChIJu-834kAZDTkR5lRXhrM4Sm4,ChIJu-834kAZDTkR5lRXhrM4Sm4,Hotel O Meghna Residency,"355, Sector 12A Rd, West Rajiv Nagar, Sector 12, Gurugram",28.4715683,77.0312167,3.8,206.0,Sector 12,hotel,,5.0,0.0080964179825968,0.0,1.0,0.0010105004766955,0.0005771197029389,0.0005177687271498,0.0005771197029389,0.009961404808564,Other,Mid-Range,0.4964217983810349,3.8,0.0080964179825968,0.4665402088577375
